REGION,GENE
YMR032W,HOF1
YMR251W-A,HOR7
YMR172W,HOT1
YMR186W,HSC82
YMR288W,HSH155
YML058W-A,HUG1
YMR011W,HXT2
YMR195W,ICY1
YMR108W,ILV2
YML056C,IMD4
YMR150C,IMP1
YMR035W,IMP2
YMR204C,INP1
YMR163C,INP2
YMR044W,IOC4
YMR073C,IRC21
YMR081C,ISF1
YML068W,ITT1
YMR132C,JLP2
YMR294W,JNM1
YMR065W,KAR5
YMR102C,LAF1
YMR296C,LCB1
YMR148W,LDO16
YMR147W,LDO45
YML037C,LFT1
YMR298W,LIP1
YMR021C,MAC1
YMR043W,MCM1
YML104C,MDM1
YMR112C,MED11
YML062C,MFT1
YMR210W,MGL2
YMR115W,MGR3
YMR036C,MIH1
YMR182W-A,MIN3
YML007C-A,MIN4
YMR002W,MIX17
YMR167W,MLH1
YMR252C,MLO1
YMR166C,MME1
YMR177W,MMT1
YMR070W,MOT3
YMR224C,MRE11
YMR193W,MRPL24
YMR024W,MRPL3
YMR286W,MRPL33
YML009C,MRPL39
YMR225C,MRPL44
YMR188C,MRPS17
YMR158W,MRPS8
YML128C,MSC1
YMR037C,MSN2
YMR023C,MSS1
YMR164C,MSS11
YMR228W,MTF1
YMR097C,MTG1
YMR100W,MUB1
YMR004W,MVP1
YMR109W,MYO5
YML117W,NAB6
YMR080C,NAM7
YMR069W,NAT4
YMR122W-A,NCW1
YML031W,NDC1
YMR145C,NDE1
YML120C,NDI1
YMR285C,NGL2
YML118W,NGL3
YMR309C,NIP1
YMR091C,NPL6
YML023C,NSE5
YML059C,NTE1
YMR047C,NUP116
YML103C,NUP188
YMR153W,NUP53
YML060W,OGG1
YMR226C,ORA1
YML065W,ORC1
YML019W,OST6
YMR165C,PAH1
YMR174C,PAI3
YMR325W,PAU19
YMR087W,PDL32
YMR076C,PDS5
YMR231W,PEP5
YMR257C,PET111
YMR026C,PEX12
YMR018W,PEX9
YMR205C,PFK2
YML125C,PGA3
YMR105C,PGM2
YML123C,PHO84
YML061C,PIF1
YMR123W,PKR1
YMR008C,PLB1
YMR006C,PLB2
YML107C,PML39
YML069W,POB3
YMR129W,POM152
YMR267W,PPA2
YML016C,PPZ1
YMR297W,PRC1
YMR314W,PRE5
YML092C,PRE8
YMR278W,PRM15
YML047C,PRM6
YMR268C,PRP24
YML046W,PRP39
YMR308C,PSE1
YMR137C,PSO2
YML017W,PSP2
YML095C,RAD10
YMR201C,RAD14
YML011C,RAD33
YML032C,RAD52
YMR274C,RCE1
YML030W,RCF1
YMR034C,RCH1
YMR075W,RCO1
YMR133W,REC114
YMR182C,RGM1
YMR139W,RIM11
YMR154C,RIM13
YMR063W,RIM9
YMR283C,RIT1
YMR247C,RKR1
YMR235C,RNA1
YMR061W,RNA14
YMR234W,RNH1
YMR239C,RNT1
YMR200W,ROT1
YMR258C,ROY1
YMR142C,RPL13B
YMR121C,RPL15B
YMR242C,RPL20A
YMR194W,RPL36A
YML073C,RPL6A
YML091C,RPM2
YMR230W,RPS10B
YMR143W,RPS16A
YML024W,RPS17A
YML026C,RPS18B
YML063W,RPS1B
YMR131C,RRB1
YML043C,RRN11
YMR270C,RRN9
YMR229C,RRP5
YML127W,RSC9
YML049C,RSE1
YMR030W,RSF1
YMR266W,RSN1
YMR185W,RTP1
YMR060C,SAM37
YMR263W,SAP30
YMR127C,SAS2
YMR214W,SCJ1
YMR272C,SCS7
YMR305C,SCW10
YMR074C,SDD2
YMR079W,SEC14
YMR013C,SEC59
YML105C,SEC65
YMR086W,SEG1
YMR059W,SEN15
YMR190C,SGS1
YMR118C,SHH3
YMR175W,SIP18
YMR140W,SIP5
YMR216C,SKY1
YML066C,SMA2
YML058W,SML1
YMR095C,SNO1
YMR322C,SNO4
YMR096W,SNZ1
YMR016C,SOK2
YMR066W,SOV1
YML055W,SPC2
YMR117C,SPC24
YMR107W,SPG4
YMR191W,SPG5
YMR017W,SPO20
YMR179W,SPT21
YML010W,SPT5
YML034W,SRC1
YMR101C,SRT1
YMR183C,SSO2
YMR053C,STB2
YMR019W,STB4
YMR125W,STO1
YMR054W,STV1
YMR039C,SUB1
YML052W,SUR7
YMR149W,SWP1
YML015C,TAF11
YML098W,TAF13
YMR005W,TAF4
YMR227C,TAF7
YML114C,TAF8
YMR236W,TAF9
YMR028W,TAP42
YML072C,TCB3
YMR291W,TDA1
YML081W,TDA9
YML064C,TEM1
YMR313C,TGL3
YMR260C,TIF11
YMR146C,TIF34
YMR269W,TMA23
YMR203W,TOM40
YMR156C,TPP1
YMR261C,TPS3
YMR233W,TRI1
YML005W,TRM12
YMR259C,TRM732
YML014W,TRM9
YMR218C,TRS130
YML028W,TSA1
YML100W,TSL1
YML085C,TUB1
YML124C,TUB3
YMR071C,TVP18
YMR022W,UBC7
YMR304W,UBP15
YMR223W,UBP8
YML013W,UBX2
YMR067C,UBX4
YML088W,UFO1
YML021C,UNG1
YMR310C,UPA2
YMR271C,URA10
YML106W,URA5
YML029W,USA1
YML093W,UTP14
YMR093W,UTP15
YML115C,VAN1
YMR088C,VBA1
YMR077C,VPS20
YML041C,VPS71
YML097C,VPS9
YML002W,VRL1
YMR197C,VTI1
YML076C,WAR1
YML007W,YAP1
YMR040W,YET2
YMR241W,YHM2
YMR152W,YIM1
YMR151W,YIM2
YMR284W,YKU70
YMR106C,YKU80
YML038C,YMD8
YMR302C,YME2
YML025C,YML6
YML027W,YOX1
YMR104C,YPK2
YML001W,YPT7
YMR089C,YTA12
YMR273C,ZDS1
YML109W,ZDS2
YMR243C,ZRC1
YML003W,YML003W
YML009C-A,YML009C-A
YML009W-B,YML009W-B
YML012C-A,YML012C-A
YML018C,YML018C
YML020W,YML020W
YML031C-A,YML031C-A
YML033W,YML033W
YML034C-A,YML034C-A
YML039W,YML039W
YML040W,YML040W
YML045W,YML045W
YML045W-A,YML045W-A
YML047W-A,YML047W-A
YML053C,YML053C
YML054C-A,YML054C-A
YML057C-A,YML057C-A
YML082W,YML082W
YML083C,YML083C
YML084W,YML084W
YML089C,YML089C
YML090W,YML090W
YML094C-A,YML094C-A
YML096W,YML096W
YML099W-A,YML099W-A
YML100W-A,YML100W-A
YML101C-A,YML101C-A
YML108W,YML108W
YML116W-A,YML116W-A
YML119W,YML119W
YML122C,YML122C
YML131W,YML131W
YML133C,YML133C
YML133W-A,YML133W-A
YML133W-B,YML133W-B
YMR001C-A,YMR001C-A
YMR007W,YMR007W
YMR008C-A,YMR008C-A
YMR013C-A,YMR013C-A
YMR013W-A,YMR013W-A
YMR027W,YMR027W
YMR030W-A,YMR030W-A
YMR031W-A,YMR031W-A
YMR045C,YMR045C
YMR046C,YMR046C
YMR046W-A,YMR046W-A
YMR050C,YMR050C
YMR051C,YMR051C
YMR052C-A,YMR052C-A
YMR057C,YMR057C
YMR075C-A,YMR075C-A
YMR082C,YMR082C
YMR084W,YMR084W
YMR085W,YMR085W
YMR086C-A,YMR086C-A
YMR090W,YMR090W
YMR099C,YMR099C
YMR103C,YMR103C
YMR105W-A,YMR105W-A
YMR114C,YMR114C
YMR119W-A,YMR119W-A
YMR122C,YMR122C
YMR135W-A,YMR135W-A
YMR141C,YMR141C
YMR141W-A,YMR141W-A
YMR153C-A,YMR153C-A
YMR155W,YMR155W
YMR158C-A,YMR158C-A
YMR158W-B,YMR158W-B
YMR172C-A,YMR172C-A
YMR173W-A,YMR173W-A
YMR175W-A,YMR175W-A
YMR181C,YMR181C
YMR187C,YMR187C
YMR193C-A,YMR193C-A
YMR194C-A,YMR194C-A
YMR196W,YMR196W
YMR206W,YMR206W
YMR209C,YMR209C
YMR230W-A,YMR230W-A
YMR242W-A,YMR242W-A
YMR244W,YMR244W
YMR245W,YMR245W
YMR247W-A,YMR247W-A
YMR253C,YMR253C
YMR254C,YMR254C
YMR262W,YMR262W
YMR265C,YMR265C
YMR268W-A,YMR268W-A
YMR272W-A,YMR272W-A
YMR272W-B,YMR272W-B
YMR290W-A,YMR290W-A
YMR294W-A,YMR294W-A
YMR295C,YMR295C
YMR304C-A,YMR304C-A
YMR306C-A,YMR306C-A
YMR307C-A,YMR307C-A
YMR315W,YMR315W
YMR315W-A,YMR315W-A
YMR316C-A,YMR316C-A
YMR316C-B,YMR316C-B
YMR317W,YMR317W
YMR320W,YMR320W
YMR321C,YMR321C
YMR324C,YMR324C
YMR326C,YMR326C
YNL331C,AAD14
YNL141W,AAH1
YNR033W,ABZ1
YNR016C,ACC1
YNL220W,ADE12
YNR044W,AGA1
YNR074C,AIF1
YNL148C,ALF1
YNL048W,ALG11
YNR030W,ALG12
YNL219C,ALG9
YNL270C,ALP1
YNL172W,APC1
YNL077W,APJ1
YNL094W,APP1
YNL065W,AQR1
YNR035C,ARC35
YNR019W,ARE2
YNL020C,ARK1
YNL059C,ARP5
YNL159C,ASI2
YNL008C,ASI3
YNL242W,ATG2
YNR007C,ATG3
YNL223W,ATG4
YNR002C,ATO2
YNL315C,ATP11
YNR020C,ATP23
YNL259C,ATX1
YNL101W,AVT4
YNL039W,BDP1
YNR058W,BIO3
YNR057C,BIO4
YNR056C,BIO5
YNL271C,BNI1
YNL233W,BNI4
YNL166C,BNI5
YNL042W,BOP3
YNL275W,BOR1
YNR051C,BRE5
YNL269W,BSC4
YNR069C,BSC5
YNR027W,BUD17
YNL305C,BXI1
YNL278W,CAF120
YNL288W,CAF40
YNL161W,CBK1
YNL192W,CHS1
YNR001C,CIT1
YNL298W,CLA4
YNL225C,CNM67
YNL051W,COG5
YNL041C,COG6
YNR041C,COQ2
YNL336W,COS1
YNR075W,COS10
YNL052W,COX5A
YNR028W,CPR8
YNL130C,CPT1
YNL247W,CRS1
YNL027W,CRZ1
YNR010W,CSE2
YNL232W,CSL4
YNL286W,CUS2
YNL155W,CUZ1
YNL245C,CWC25
YNL111C,CYB5
YNL314W,DAL82
YNL112W,DBP2
YNR038W,DBP6
YNL118C,DCP2
YNL335W,DDI2
YNL130C-A,DGR1
YNL116W,DMA2
YNL001W,DOM34
YNR067C,DSE4
YNL258C,DSL1
YNL191W,DUG3
YNL136W,EAF7
YNL024C,EFM6
YNR034W-A,EGO4
YNL327W,EGT2
YNL230C,ELA1
YNL313C,EMW1
YNL084C,END3
YNL080C,EOS1
YNL280C,ERG24
YNL125C,ESBP6
YNR054C,ESF2
YNL023C,FAP1
YNL127W,FAR11
YNL325C,FIG4
YNL068C,FKH2
YNL168C,FMP41
YNL256W,FOL1
YNR047W,FPK1
YNL135C,FPR1
YNR060W,FRE4
YNL133C,FYV6
YNL062C,GCD10
YNL199C,GCR2
YNL153C,GIM3
YNL255C,GIS2
YNL274C,GOR1
YNL038W,GPI15
YNL281W,HCH1
YNL021W,HDA1
YNL014W,HEF3
YNL030W,HHF2
YNL031C,HHT2
YNR055C,HOL1
YNL004W,HRB1
YNR032C-A,HUB1
YNL318C,HXT14
YNR072W,HXT17
YNL164C,IBD2
YNL037C,IDH1
YNL009W,IDP3
YNL215W,IES2
YNL157W,IGO1
YNL075W,IMP4
YNL152W,INN1
YNL106C,INP52
YNL182C,IPI3
YNL265C,IST1
YNL227C,JJJ1
YNL188W,KAR1
YNL238W,KEX2
YNL322C,KRE1
YNL132W,KRE33
YNL308C,KRI1
YNL024C-A,KSH1
YNL029C,KTR5
YNL045W,LAP2
YNL239W,LAP3
YNL071W,LAT1
YNL323W,LEM3
YNL104C,LEU4
YNR008W,LRO1
YNL147W,LSM7
YNL006W,LST8
YNL260C,LTO1
YNL268W,LYP1
YNR050C,LYS9
YNR073C,MAN2
YNL307C,MCK1
YNL173C,MDG1
YNL328C,MDJ2
YNL142W,MEP2
YNL210W,MER1
YNL277W,MET2
YNL103W,MET4
YNL145W,MFA2
YNL218W,MGS1
YNL100W,MIC27
YNL291C,MID1
YNL076W,MKS1
YNL085W,MKT1
YNL074C,MLF3
YNL117W,MLS1
YNR059W,MNT4
YNL297C,MON2
YNL249C,MPA43
YNR024W,MPP6
YNL122C,MRP35
YNL005C,MRP7
YNL284C,MRPL10
YNL252C,MRPL17
YNL185C,MRPL19
YNL177C,MRPL22
YNR022C,MRPL50
YNR036C,MRPS12
YNL306W,MRPS18
YNR040W,MRX15
YNL295W,MRX6
YNL211C,MRX7
YNL293W,MSB3
YNL053W,MSG5
YNL073W,MSK1
YNR049C,MSO1
YNL063W,MTQ1
YNR043W,MVD1
YNL124W,NAF1
YNL137C,NAM9
YNL240C,NAR1
YNL036W,NCE103
YNL119W,NCS2
YNL078W,NIS1
YNL123W,NMA111
YNL200C,NNR1
YNR053C,NOG2
YNL175C,NOP13
YNL110C,NOP15
YNL061W,NOP2
YNL183C,NPR1
YNL251C,NRD1
YNL129W,NRK1
YNR009W,NRM1
YNL156C,NSG2
YNL091W,NST1
YNL099C,OCA1
YNL056W,OCA2
YNL261W,ORC5
YNR076W,PAU6
YNL015W,PBI2
YNL181W,PBR1
YNL289W,PCL1
YNL231C,PDR16
YNL264C,PDR17
YNR070W,PDR18
YNR045W,PET494
YNL003C,PET8
YNL214W,PEX17
YNL329C,PEX6
YNL326C,PFA3
YNL317W,PFS2
YNL158W,PGA1
YNL149C,PGA2
YNL316C,PHA2
YNL097C,PHO23
YNR013C,PHO91
YNL267W,PIK1
YNL097C-B,PLS1
YNL082W,PMS1
YNL102W,POL1
YNL262W,POL2
YNL221C,POP1
YNR052C,POP2
YNL282W,POP3
YNL055C,POR1
YNR032W,PPG1
YNL217W,PPN2
YNL279W,PRM1
YNR011C,PRP2
YNL169C,PSD1
YNL201C,PSY2
YNL016W,PUB1
YNR062C,PUL3
YNR063W,PUL4
YNL292W,PUS4
YNL010W,PYP1
YNL250W,RAD50
YNL216W,RAP1
YNL098C,RAS2
YNR018W,RCF2
YNL022C,RCM1
YNL312W,RFA2
YNL290W,RFC3
YNL090W,RHO2
YNL180C,RHO5
YNL163C,RIA1
YNL294C,RIM21
YNL207W,RIO2
YNL002C,RLP7
YNL072W,RNH201
YNL248C,RPA49
YNL113W,RPC19
YNL151C,RPC31
YNR003C,RPC34
YNL330C,RPD3
YNL069C,RPL16B
YNL301C,RPL18B
YNL162W,RPL42A
YNL067W,RPL9B
YNL302C,RPS19B
YNL178W,RPS3
YNL096C,RPS7B
YNL213C,RRG9
YNL105W,RRT16
YNR037C,RSM19
YNL254C,RTC4
YNL206C,RTT106
YNL083W,SAL1
YNL026W,SAM50
YNR026C,SEC12
YNL272C,SEC2
YNL287W,SEC21
YNL049C,SFB2
YNL236W,SIN4
YNL257C,SIP3
YNL007C,SIS1
YNL032W,SIW14
YNL167C,SKO1
YNL311C,SKP2
YNL243W,SLA2
YNL047C,SLM2
YNL196C,SLZ1
YNR015W,SMM1
YNR023W,SNF12
YNL086W,SNN1
YNL334C,SNO2
YNL333W,SNZ2
YNR034W,SOL1
YNL126W,SPC98
YNL012W,SPO1
YNL204C,SPS18
YNL202W,SPS19
YNL224C,SQS1
YNL189W,SRP1
YNL138W,SRV2
YNL209W,SSB2
YNR031C,SSK2
YNL025C,SSN8
YNL222W,SSU72
YNL309W,STB1
YNL244C,SUI1
YNL066W,SUN4
YNR004W,SWM2
YNL081C,SWS2
YNL187W,SWT21
YNL087W,TCB2
YNL176C,TDA7
YNL128W,TEP1
YNL253W,TEX1
YNL332W,THI12
YNL139C,THO2
YNR017W,TIM23
YNL273W,TOF1
YNL131W,TOM22
YNL070W,TOM7
YNL121C,TOM70
YNL088W,TOP2
YNL300W,TOS6
YNL079C,TPM1
YNL299W,TRF5
YNR046W,TRM112
YNL186W,UBP10
YNL229C,URE2
YNR012W,URK1
YNL054W,VAC7
YNL212W,VID27
YNL321W,VNX1
YNR006W,VPS27
YNL246W,VPS75
YNL197C,WHI3
YNL283C,WSC2
YNL107W,YAF9
YNL154C,YCK2
YNL064C,YDJ1
YNL160W,YGP1
YNL263C,YIF1
YNL044W,YIP3
YNL304W,YPT11
YNL093W,YPT53
YNL339C,YRF1-6
YNL138W-A,YSF3
YNL237W,YTP1
YNL310C,ZIM17
YNR029C,ZNG1
YNR039C,ZRG17
YNL241C,ZWF1
YNL011C,YNL011C
YNL013C,YNL013C
YNL017C,YNL017C
YNL018C,YNL018C
YNL019C,YNL019C
YNL028W,YNL028W
YNL033W,YNL033W
YNL034W,YNL034W
YNL035C,YNL035C
YNL040W,YNL040W
YNL042W-B,YNL042W-B
YNL043C,YNL043C
YNL046W,YNL046W
YNL050C,YNL050C
YNL054W-A,YNL054W-A
YNL054W-B,YNL054W-B
YNL057W,YNL057W
YNL058C,YNL058C
YNL067W-A,YNL067W-A
YNL067W-B,YNL067W-B
YNL089C,YNL089C
YNL092W,YNL092W
YNL095C,YNL095C
YNL097W-A,YNL097W-A
YNL103W-A,YNL103W-A
YNL108C,YNL108C
YNL109W,YNL109W
YNL114C,YNL114C
YNL115C,YNL115C
YNL120C,YNL120C
YNL134C,YNL134C
YNL140C,YNL140C
YNL143C,YNL143C
YNL144C,YNL144C
YNL144W-A,YNL144W-A
YNL146C-A,YNL146C-A
YNL146W,YNL146W
YNL150W,YNL150W
YNL162W-A,YNL162W-A
YNL165W,YNL165W
YNL170W,YNL170W
YNL171C,YNL171C
YNL174W,YNL174W
YNL179C,YNL179C
YNL184C,YNL184C
YNL190W,YNL190W
YNL193W,YNL193W
YNL194C,YNL194C
YNL195C,YNL195C
YNL198C,YNL198C
YNL203C,YNL203C
YNL205C,YNL205C
YNL208W,YNL208W
YNL226W,YNL226W
YNL228W,YNL228W
YNL234W,YNL234W
YNL235C,YNL235C
YNL266W,YNL266W
YNL276C,YNL276C
YNL277W-A,YNL277W-A
YNL284C-A,YNL284C-A
YNL284C-B,YNL284C-B
YNL285W,YNL285W
YNL296W,YNL296W
YNL303W,YNL303W
YNL319W,YNL319W
YNL320W,YNL320W
YNL324W,YNL324W
YNL337W,YNL337W
YNL338W,YNL338W
YNL339W-A,YNL339W-A
YNL339W-B,YNL339W-B
YNR001W-A,YNR001W-A
YNR003W-A,YNR003W-A
YNR005C,YNR005C
YNR014W,YNR014W
YNR021W,YNR021W
YNR025C,YNR025C
YNR042W,YNR042W
YNR048W,YNR048W
YNR061C,YNR061C
YNR064C,YNR064C
YNR065C,YNR065C
YNR066C,YNR066C
YNR068C,YNR068C
YNR071C,YNR071C
YNR075C-A,YNR075C-A
YNR077C,YNR077C
YOL165C,AAD15
YOR239W,ABP140
YOR128C,ADE2
YOL086C,ADH1
YOR129C,AFI1
YOR023C,AHC1
YOL053W,AIM39
YOR215C,AIM41
YOR034C,AKR2
YOR335C,ALA1
YOR374W,ALD4
YOR175C,ALE1
YOR002W,ALG6
YOR067C,ALG8
YOL130W,ALR1
YOR378W,AMF1
YOR249C,APC5
YOL062C,APM4
YOR094W,ARF3
YOL058W,ARG1
YOL140W,ARG8
YOR141C,ARP8
YOR058C,ASE1
YOR377W,ATF1
YOL082W,ATG19
YOL083W,ATG34
YOR152C,ATG40
YOL077W-A,ATP19
YOR079C,ATX2
YOR011W,AUS1
YOL078W,AVO1
YOR113W,AZF1
YOR134W,BAG7
YOL164W,BDS1
YOR198C,BFR1
YOR304C-A,BIL1
YOL077C,BRX1
YOL137W,BSC6
YOR026W,BUB3
YOR078W,BUD21
YOR299W,BUD7
YOR276W,CAF20
YOR125C,CAT5
YOR074C,CDC21
YOR257W,CDC31
YOL139C,CDC33
YOR112W,CEX1
YOR114W,CIM1
YOR349W,CIN1
YOR028C,CIN5
YOR356W,CIR2
YOR061W,CKA2
YOR039W,CKB2
YOR250C,CLP1
YOL016C,CMK2
YOR093C,CMR2
YOL008W,COQ10
YOL096C,COQ3
YOR316C,COT1
YOR303W,CPA1
YOR100C,CRC1
YOR031W,CRS5
YOL063C,CRT10
YOL007C,CSI2
YOL159C,CSS3
YOL145C,CTR9
YOR042W,CUE5
YOR037W,CYC2
YOR065W,CYT1
YOR046C,DBP5
YOR180C,DCI1
YOL149W,DCP1
YOR173W,DCS2
YOR022C,DDL1
YOR163W,DDP1
YOL052C-A,DDR2
YOR204W,DED1
YOR030W,DFG16
YOR236W,DFR1
YOR245C,DGA1
YOR311C,DGK1
YOR080W,DIA2
YOL021C,DIS3
YOR005C,DNL4
YOL073C,DSC2
YOR223W,DSC3
YOR264W,DSE3
YOL087C,DUF1
YOR092W,ECM3
YOR133W,EFT1
YOR144C,ELG1
YOL158C,ENB1
YOR246C,ENV9
YOR016C,ERP4
YOR393W,ERR1
YOR244W,ESA1
YOL017W,ESC8
YOR051C,ETT1
YOR033C,EXO1
YOR317W,FAA1
YOR388C,FDH1
YOR390W,FEX1
YOR382W,FIT2
YOR383C,FIT3
YOR381W,FRE3
YOR384W,FRE5
YOL152W,FRE7
YOR324C,FRT1
YOR271C,FSF1
YOR280C,FSH3
YOR183W,FYV12
YOR178C,GAC1
YOL051W,GAL11
YOL132W,GAS4
YOL030W,GAS5
YOR260W,GCD1
YOR120W,GCY1
YOR375C,GDH1
YOR355W,GDS1
YOR205C,GEP3
YOR164C,GET4
YOR168W,GLN4
YOR040W,GLO4
YOR320C,GNT1
YOR371C,GPB1
YOL059W,GPD2
YOL056W,GPM3
YOR262W,GPN2
YOL151W,GRE2
YOL049W,GSH2
YOR185C,GSP2
YOR070C,GYP1
YOL089C,HAL9
YOR358W,HAP5
YOR176W,HEM15
YOR278W,HEM4
YOR227W,HER1
YOR237W,HES1
YOR038C,HIR2
YOR202W,HIS3
YOL095C,HMI1
YOR032C,HMS1
YOR258W,HNT3
YOL155C,HPF1
YOL013C,HRD1
YOR267C,HRK1
YOL123W,HRP1
YOL133W,HRT1
YOR319W,HSH49
YOR020C,HSP10
YOR391C,HSP33
YOL068C,HST1
YOR025W,HST3
YOL012C,HTZ1
YOR284W,HUA2
YOL156W,HXT11
YOR126C,IAH1
YOR136W,IDH2
YOR189W,IES4
YOL023W,IFM1
YOL157C,IMA2
YOL108C,INO4
YOR109W,INP53
YOL065C,INP54
YOL081W,IRA2
YOL015W,IRC10
YOR013W,IRC11
YOR235W,IRC13
YOR135C,IRC14
YOR044W,IRC23
YOR155C,ISN1
YOR226C,ISU2
YOR304W,ISW2
YOL103W,ITR2
YOL002C,IZH2
YOL101C,IZH4
YOR233W,KIN4
YOR336W,KRE5
YOR099W,KTR1
YOL025W,LAG2
YOR181W,LAS17
YOR171C,LCB4
YOR322C,LDB19
YOL047C,LDS2
YOR123C,LEO1
YOR108W,LEU9
YOR196C,LIP5
YOR059C,LPL1
YOR084W,LPX1
YOR142W,LSC1
YOL060C,MAM3
YOR298C-A,MBF1
YOR197W,MCA1
YOL119C,MCH4
YOR306C,MCH5
YOR020W-A,MCO10
YOR228C,MCP1
YOR221C,MCT1
YOL126C,MDH2
YOL009C,MDM12
YOL076W,MDM20
YOR147W,MDM32
YOL027C,MDM38
YOL111C,MDY2
YOR174W,MED4
YOL135C,MED7
YOR351C,MEK1
YOL064C,MET22
YOR241W,MET7
YOR232W,MGE1
YOR211C,MGM1
YOL086W-A,MHF1
YOL026C,MIM1
YOR330C,MIP1
YOR231W,MKK1
YOR350C,MNE1
YOR274W,MOD5
YOR177C,MPC54
YOR288C,MPD1
YOL088C,MPD2
YOR201C,MRM1
YOR150W,MRPL23
YOR334W,MRS2
YOR370C,MRS6
YOR066W,MSA1
YOR188W,MSB1
YOL112W,MSB4
YOR354C,MSC6
YOL033W,MSE1
YOL090W,MSH2
YOL116W,MSN1
YOR160W,MTR10
YOR298W,MUM3
YOR326W,MYO2
YOR253W,NAT5
YOL070C,NBA1
YOR372C,NDD1
YOL104C,NDJ1
YOR156C,NFI1
YOL042W,NGL1
YOR056C,NOB1
YOR206W,NOC2
YOL041C,NOP12
YOR310C,NOP58
YOL144W,NOP8
YOR209C,NPT1
YOR071C,NRT1
YOL043C,NTG2
YOR373W,NUD1
YOL069W,NUF2
YOR098C,NUP1
YOR222W,ODC2
YOL032W,OPI10
YOR130C,ORT1
YOR103C,OST2
YOR085W,OST3
YOR255W,OSW1
YOR269W,PAC1
YOL115W,PAP2
YOL161C,PAU20
YOR394W,PAU21
YOR360C,PDE2
YOR328W,PDR10
YOR153W,PDR5
YOR036W,PEP12
YOR158W,PET123
YOR017W,PET127
YOL147C,PEX11
YOL044W,PEX15
YOR193W,PEX27
YOL003C,PFA4
YOL136C,PFK27
YOR122C,PFY1
YOL084W,PHM7
YOL001W,PHO80
YOR386W,PHR1
YOR104W,PIN2
YOR363C,PIP2
YOL100W,PKH2
YOL011W,PLB3
YOR281C,PLP2
YOR321W,PMT3
YOR145C,PNO1
YOR161C,PNS1
YOR266W,PNT1
YOL141W,PPM2
YOR362C,PRE10
YOL038W,PRE6
YOR323C,PRO2
YOL061W,PRS5
YOR361C,PRT1
YOL146W,PSF3
YOL054W,PSH1
YOL045W,PSK2
YOR090C,PTC5
YOL114C,PTH4
YOR208W,PTP2
YOR157C,PUP1
YOR243C,PUS7
YOR348C,PUT4
YOR347C,PYK2
YOR368W,RAD17
YOR101W,RAS1
YOR048C,RAT1
YOR301W,RAX1
YOR265W,RBL2
YOL010W,RCL1
YOR220W,RCN2
YOR285W,RDL1
YOR286W,RDL2
YOR380W,RDR1
YOR207C,RET1
YOR346W,REV1
YOL080C,REX4
YOR217W,RFC1
YOL094C,RFC4
YOR279C,RFM1
YOR127W,RGA1
YOR107W,RGS2
YOL066C,RIB2
YOL143C,RIB4
YOR275C,RIM20
YOR119C,RIO1
YOR095C,RKI1
YOR018W,ROD1
YOR341W,RPA190
YOR340C,RPA43
YOR210W,RPB10
YOL005C,RPB11
YOR151C,RPB2
YOR224C,RPB8
YOL120C,RPL18A
YOR312C,RPL20B
YOL127W,RPL25
YOR063W,RPL3
YOR234C,RPL33B
YOR261C,RPN8
YOR116C,RPO31
YOL039W,RPP2A
YOR293W,RPS10A
YOR369C,RPS12
YOL040C,RPS15
YOL121C,RPS19A
YOR167C,RPS28A
YOR182C,RPS30B
YOR096W,RPS7A
YOR259C,RPT4
YOR117W,RPT5
YOR305W,RRG7
YOL117W,RRI2
YOR287C,RRP36
YOL142W,RRP40
YOR001W,RRP6
YOR294W,RRS1
YOL048C,RRT8
YOR049C,RSB1
YOL138C,RTC1
YOR118W,RTC5
YOL067C,RTG1
YOR014W,RTS1
YOR077W,RTS2
YOR216C,RUD3
YOR138C,RUP1
YOR213C,SAS5
YOR329C,SCD5
YOR367W,SCP1
YOL098C,SDD3
YOL071W,SDH5
YOR254C,SEC63
YOR184W,SER1
YOR165W,SEY1
YOR315W,SFG1
YOR140W,SFL1
YOR021C,SFM1
YOR073W,SGO1
YOR057W,SGT1
YOR007C,SGT2
YOR035C,SHE4
YOL110W,SHR5
YOR137C,SIA1
YOL031C,SIL1
YOL004W,SIN3
YOR076C,SKI7
YOL113W,SKM1
YOR060C,SLD7
YOR008C,SLG1
YOR195W,SLK19
YOR154W,SLP1
YOR307C,SLY41
YOL034W,SMC5
YOR159C,SME1
YOL122C,SMF1
YOR149C,SMP3
YOR327C,SNC2
YOR290C,SNF2
YOR308C,SNU66
YOR357C,SNX3
YOR353C,SOG2
YOL052C,SPE2
YOL091W,SPO21
YOR148C,SPP2
YOR190W,SPR1
YOR214C,SPR2
YOR313C,SPS4
YOL148C,SPT20
YOR247W,SRL1
YOR242C,SSP2
YOR047C,STD1
YOR219C,STE13
YOR212W,STE4
YOR027W,STI1
YOR166C,SWT1
YOR179C,SYC1
YOL020W,TAT2
YOR086C,TCB1
YOR337W,TEA1
YOR352W,TFB6
YOR110W,TFC7
YOR081C,TGL5
YOL055C,THI20
YOR192C,THI72
YOR143C,THI80
YOL072W,THP1
YOR297C,TIM18
YOR010C,TIR2
YOR009W,TIR4
YOL018C,TLG2
YOR252W,TMA16
YOR091W,TMA46
YOR052C,TMC1
YOR194C,TOA1
YOR045W,TOM6
YOL006C,TOP1
YOL019W,TOS7
YOR273C,TPO4
YOL102C,TPT1
